FLUX  304   267.50        1.120720E+15   1.0134E-11   8.6368E-09   0.00117
FLUX  305   268.50        1.116546E+15   1.0791E-11   9.0121E-09   0.00120
FLUX  306   269.50        1.112403E+15   7.9935E-12   9.3973E-09   0.00085
FLUX  307   270.50        1.108290E+15   1.5505E-11   1.1025E-08   0.00141
FLUX  308   271.50        1.104208E+15   1.2149E-11   1.1399E-08   0.00107
FLUX  309   272.50        1.100156E+15   1.0205E-11   1.1781E-08   0.00087
FLUX  310   273.50        1.096133E+15   1.1777E-11   1.2171E-08   0.00097
FLUX  311   274.50        1.092140E+15   1.5975E-11   1.2568E-08   0.00127
FLUX  312   275.50        1.088176E+15   1.6284E-11   1.2974E-08   0.00126
FLUX  313   276.50        1.084240E+15   2.7677E-11   1.3381E-08   0.00207
FLUX  314   277.50        1.080333E+15   3.0807E-11   1.3795E-08   0.00223
FLUX  315   278.50        1.076454E+15   2.5350E-11   1.4220E-08   0.00178
FLUX  316   279.50        1.072603E+15   2.9367E-11   1.4656E-08   0.00200
FLUX  317   280.50        1.068779E+15   2.8424E-11   1.5103E-08   0.00188
FLUX  318   281.50        1.064982E+15   3.3109E-11   1.5563E-08   0.00213
FLUX  319   282.50        1.061212E+15   3.0210E-11   1.6038E-08   0.00188
FLUX  320   283.50        1.057469E+15   2.4397E-11   1.6527E-08   0.00148
FLUX  321   284.50        1.053752E+15   1.6684E-11   1.7029E-08   0.00098
FLUX  322   285.50        1.050061E+15   7.9984E-12   1.7540E-08   0.00046
FLUX  323   286.50        1.046396E+15   2.7874E-11   1.8063E-08   0.00154
FLUX  324   287.50        1.042757E+15   3.5370E-11   1.8599E-08   0.00190
FLUX  325   288.50        1.039142E+15   6.3712E-11   1.9146E-08   0.00333
FLUX  326   289.50        1.035553E+15   7.6011E-11   1.9701E-08   0.00386
FLUX  327   291.00        1.030215E+15   9.9086E-11   2.1559E-08   0.00460
FLUX  328   293.00        1.023183E+15   1.0294E-10   2.2661E-08   0.00454
FLUX  329   295.00        1.016246E+15   9.9141E-11   2.3999E-08   0.00413
FLUX  330   297.00        1.009402E+15   1.0435E-10   2.5148E-08   0.00415
FLUX  331   299.00        1.002650E+15   1.2551E-10   2.6344E-08   0.00476
FLUX  332   301.00        9.959884E+14   1.3563E-10   2.7588E-08   0.00492
FLUX  333   303.00        9.894142E+14   1.7244E-10   2.8876E-08   0.00597
FLUX  334   305.00        9.829262E+14   2.0508E-10   3.0183E-08   0.00679
FLUX  335   307.00        9.765228E+14   2.6339E-10   3.1519E-08   0.00836
FLUX  336   309.00        9.702023E+14   2.8085E-10   3.3747E-08   0.00832
FLUX  337   311.00        9.639630E+14   4.3469E-10   3.5040E-08   0.01241
FLUX  338   313.00        9.578035E+14   4.6941E-10   3.6578E-08   0.01283
FLUX  339   315.00        9.517222E+14   7.3963E-10   3.7868E-08   0.01953
FLUX  340   317.00        9.457177E+14   1.1058E-09   3.9159E-08   0.02824
FLUX  341   319.00        9.397884E+14   8.2680E-10   4.0490E-08   0.02042
FLUX  342   321.00        9.339330E+14   1.1835E-09   4.1865E-08   0.02827
FLUX  343   323.00        9.281501E+14   1.2703E-09   4.3469E-08   0.02922
FLUX  344   325.00        9.224385E+14   1.7284E-09   4.4847E-08   0.03854
FLUX  345   327.00        9.167966E+14   2.5035E-09   4.6247E-08   0.05413
FLUX  346   329.00        9.112234E+14   3.3305E-09   4.7801E-08   0.06967
FLUX  347   331.00        9.057175E+14   2.9770E-09   4.9256E-08   0.06044
FLUX  348   333.00        9.002778E+14   3.3241E-09   5.0729E-08   0.06553
FLUX  349   335.00        8.949030E+14   3.4079E-09   5.2218E-08   0.06526
FLUX  350   337.00        8.895920E+14   2.3229E-09   5.3787E-08   0.04319
FLUX  351   339.00        8.843436E+14   3.0402E-09   5.5456E-08   0.05482
FLUX  352   341.00        8.791569E+14   3.7876E-09   5.7057E-08   0.06638
